,H,vX,vY,h,x,y
0,435.04524541351816,-105.31941883554921,89.22996182825332,959.6026065345079,-207625.0,-1986117.0918152204
1,470.41670885243445,-120.56967009650054,102.83529573959225,966.3167796136283,-207375.0,-1986117.0918152204
2,496.6079132146993,-128.42317758506778,106.58380013057358,972.2938448036637,-207125.0,-1986117.0918152204
3,513.5223401252563,-132.07908170616116,101.74822887520236,976.7393762473081,-206875.0,-1986117.0918152204
4,314.9941567717822,-73.79781819120899,36.90580148797696,940.8402976847502,-208375.0,-1985867.0918152204
5,358.78381305769074,-85.11275153839613,50.57486626284965,945.0104545529189,-208125.0,-1985867.0918152204
6,407.2932890192775,-105.039776390893,70.7284118975983,948.9041400746274,-207875.0,-1985867.0918152204
7,451.58055558705433,-128.15098970936523,91.93661262630405,953.7849544729369,-207625.0,-1985867.0918152204
8,487.49088735571354,-146.56960859372433,106.06544512772867,960.0399445321459,-207375.0,-1985867.0918152204
9,513.8948774490082,-156.97676856293901,109.02768623014015,966.6550487751985,-207125.0,-1985867.0918152204
10,530.4551613429338,-161.93151945973065,101.9019002474543,972.6615813349931,-206875.0,-1985867.0918152204
11,540.3328652221866,-166.69809458431172,88.58004074746707,977.8993371052068,-206625.0,-1985867.0918152204
12,547.4580198174556,-176.12642769635102,72.66950920245105,982.4673910428008,-206375.0,-1985867.0918152204
13,292.4882372417785,-105.0090533610258,33.685377287178014,925.3616774047777,-208875.0,-1985617.0918152204
14,315.50563109598147,-104.50819955798791,38.312952348189754,930.9678506088335,-208625.0,-1985617.0918152204
15,349.1871372600898,-109.63717012536979,46.38692892958416,935.6600182123701,-208375.0,-1985617.0918152204
16,390.90090969975336,-122.93532695551043,60.067285554641344,939.4821967811057,-208125.0,-1985617.0918152204
17,435.96393209580594,-143.7419739977777,79.09862692674625,942.9086105989987,-207875.0,-1985617.0918152204
18,478.0172071534714,-168.3058624788142,98.79504328495644,947.1436618713976,-207625.0,-1985617.0918152204
19,512.0105674332463,-188.96660445167203,111.6768019867019,953.0888524934852,-207375.0,-1985617.0918152204
20,537.3366266589032,-201.23251946250787,113.04177766318965,960.4388957168451,-207125.0,-1985617.0918152204
21,554.268769002916,-206.45531926620595,103.84301529129891,968.2296170529962,-206875.0,-1985617.0918152204
22,564.3239303850803,-209.81185889061038,88.70127685464965,975.5941744097354,-206625.0,-1985617.0918152204
23,571.3827240554407,-216.74829553564558,71.88334138845538,981.9126049543945,-206375.0,-1985617.0918152204
24,579.5082439278694,-227.89008141536834,56.96450119696593,987.0667268507382,-206125.0,-1985617.0918152204
25,296.77203311182234,-156.86524354238395,36.898784148062056,909.025484218558,-209375.0,-1985367.0918152204
26,310.96948465851483,-149.99500132070727,39.587751779204616,915.7471434481687,-209125.0,-1985367.0918152204
27,331.47162702137734,-148.48247690375266,44.084052545596506,921.4480293183317,-208875.0,-1985367.0918152204
28,360.2285913332071,-152.42283315694053,50.65497186119341,926.0084695149473,-208625.0,-1985367.0918152204
29,396.2543677399959,-162.57572025458873,60.50787795539948,929.7318998064391,-208375.0,-1985367.0918152204
30,436.78962270981344,-179.06609291675557,74.5141959400591,932.9374163610423,-208125.0,-1985367.0918152204
31,477.95807012360086,-201.76109882816797,92.01219137981572,936.0758770550244,-207875.0,-1985367.0918152204
32,515.1737132613714,-226.19677978869785,108.49875022288249,940.169985931249,-207625.0,-1985367.0918152204
33,546.547012017071,-246.69250818611872,117.92387225315774,946.2675449671441,-207375.0,-1985367.0918152204
34,571.3941183093343,-259.10702839154015,116.69597507421611,954.4771874748018,-207125.0,-1985367.0918152204
35,588.9814145032258,-263.4892620654094,106.04147527963235,963.96983206363,-206875.0,-1985367.0918152204
36,600.6375148345228,-263.94547884093737,90.20434621079704,973.397231803526,-206625.0,-1985367.0918152204
37,609.630140584032,-265.13480132290096,73.2575067680395,981.5365187134782,-206375.0,-1985367.0918152204
38,618.7950938191134,-269.6548939431648,58.78947252512787,987.9800409038679,-206125.0,-1985367.0918152204
39,630.6561200337599,-277.6055170124018,49.07018222175356,992.8721871356153,-205875.0,-1985367.0918152204
40,646.6200999233997,-288.1598056349462,45.23604054456385,996.3969923482489,-205625.0,-1985367.0918152204
41,320.1832963205504,-202.07379269102321,41.7654414251564,889.6909880794459,-210125.0,-1985117.0918152204
42,320.9435034200276,-204.73965418613938,41.907455452402345,894.8053018207206,-209875.0,-1985117.0918152204
43,326.76771308512934,-204.98185948495095,43.365162546075084,901.1989922424359,-209625.0,-1985117.0918152204
44,338.86048685177536,-202.31092923053063,46.11856936154305,907.8165575734946,-209375.0,-1985117.0918152204
45,357.56264712116035,-201.60876286516765,50.80753845589519,913.7094963622873,-209125.0,-1985117.0918152204
46,384.8765706094373,-205.34993151504383,57.40454234842143,918.2099949507817,-208875.0,-1985117.0918152204
47,418.8480218127277,-214.3999510230455,65.86160823740268,921.3461173358012,-208625.0,-1985117.0918152204
48,456.2690794157155,-228.61697765496055,76.69516468865243,923.8094302867228,-208375.0,-1985117.0918152204
49,495.0791930046185,-247.47169020265287,90.12275957149875,926.2741723085483,-208125.0,-1985117.0918152204
50,532.1670692828149,-269.78492604985865,104.72660005406125,929.2723327510822,-207875.0,-1985117.0918152204
